Reviews;Keyphrases
Perfect organizer. So, my daughter and two grands are visiting and need somewhere to place personals and clothing items. This unit works perfect and adds to the decor of the room. We currently have a wicker day bed and TV with a few accent items. The organizer is the right fit.;Perfect organizer - Positive, right fit - Positive, adds to decor - Positive.
Love these drawers. I originally bought these drawers when I bought Kallax cube unit. Installing the drawers and building the 8 cube unit was easy. I loved the drawers so much I actually ordered another set. They give the unit a different look and are functional as additional storage! ;Loved the drawers - Positive, easy to install - Positive, functional storage - Positive, ordered another set - Positive.
KALLAX is one of the. KALLAX is one of the best storage systems on the market.;"Best storage system - Positive (Sentiment).

Keyphrase 1 - ""Best storage system""
Keyphrase 2 - N/A (There are no other key characteristics mentioned in the sentence)."
"Love! Perfect shelf for my little plant collection. . It’s exactly what I was looking for. It’s aesthetically pleasing and I love the natural look with the white. It has a good weight to it and I feel it will hold up well, as long as I don’t put too much stuff on it. The metal shelving is extremely convenient since plants tend to be messy and drop water all of the time, making for easy cleaning. I also love the spacing between the shelves because they’re the perfect width apart where I can add smaller plants on the lower levels. Absolutely in love. It was also extremely easy to install; I used a drill to ensure it was sturdy. ";Little plant collection - Neutral, aesthetically pleasing - Positive, natural look - Positive, good weight - Positive, easy cleaning - Positive, convenient metal shelves - Positive, easy installation - Positive.
Beautiful color. Easy to assemble, stacks nicely, perfect;Easy to assemble - Positive, Stacks nicely - Positive, Beautiful color - Positive, Perfect - Positive.
Always a Versatile Favorite. We wanted two eight cube units and the store was sold out so we bought four of the four cube units and what was a disappointment at first worked out to be a plus. We place two together but now have the ability to split them up in different places in the room, move one to another room, etc. They are solid and not difficult to assemble.;Bought 4 units instead of 2 - negative, able to split units - positive, solid construction - positive, not difficult to assemble - neutral.
Got another one.. Great little shelf - I already had one and got another for the upstairs hallway. ;Another one - neutral, great little shelf - positive.
Love love love eket!. When we redid our daughters’ room we needed to replace their Kallax bookshelf with something only slightly narrower. I was pleasantly surprised to find that although the eket is smaller, it holds way more books! This would be because the inner and outer walls are thinner. The eket takes some more muscle to put together than kallax but you can get more functionality from the eket. Plus we liked that they have backs so our kids don’t lose things in the abyss behind the unit. Also included are the stand-off posts so it can be flush against your floor trim and the wall! My new favorite go-to piece!;Replaced with eket - neutral, holds more books - Positive, inner and outer walls thinner - Positive, takes more muscle for assembly - Neutral, more functionality - Positive, includes stand-offs - Positive, new go-to piece - Positive.
Handy little shelf. One nice extra touch that you might not notice on the picture is that it has leveling feet.  I’m using mine as a plant shelf - the metal shelves are nice because they do get a little wet when I mist my plants.;Handy little shelf - Positive, Leveling feet - Positive, used as plant shelf - neutral, Metal shelves - neutral.
Wine storage. Excellent fit. Wish there were other colors but worked perfect.;Perfect fit - Positive, wish other colors - Neutral.
Solid pine construction. Expected another particle board furniture. This is solid pine. The stain and finish are amazing. The furniture is very strong (why the box is so heavy).;Solid pine construction - positive, amazing stain and finish - positive, strong furniture - positive.
Kallax white gloss bookcases . I love these to store all my books. They are very sturdy once attached to the wall. I must say that they are not as nice as the Expedit units they replaced. They’re a bit thinner overall but still have the same interior dimensions to fit larger books. Easy to assemble except the sticky plastic  protective strips were an absolute pain to peel off. It took longer to peel all that off than to actually put the units together. Very annoying! Other than that, I would definitely recommend them. I have hundreds of books and I love how organized and beautiful everything looks. I will be trimming them out with base, trim and crown molding for a built in look.;Stores books - Positive, very sturdy - Positive, nice interior dimensions - Positive, easy to assemble - Neutive, peeling protective strips was annoying - Negative, has built-in look - Positive.
