art_id,text
89442679,"Beautiful color. Kallax as always, quite utilitarian. But this color my new buy, looks stunning with the baskets shown. Also got other natural baskets/bins. My kitchen/dining has a farmhouse feel in my 1BR apartment. When fixing the smaller panel, doing alone with arthritic hands, had to use rubber/mallet lightly. Even for my fragile hands, left a cookie-crumble crack. They are quite flimsy. However, since this has underframe, I used the felt pads like a honeycomb design to cover the crack. It is best to take a helping hand. This being long top panel, thankfully I did not break the wood plugs. Ikea, pl provide some extra wood plugs for any Kallax . Thanks."
40324516,"I like this design. Sturdy looking, I like it. I wish there was more modularity options in height and width. Width is only available in 1 block, 2 or 4. Why not three?"
50481172,Useful.. Help to organizing.
40314640,"IKEA. It’s a big world, someone has to furnished it :)"
10409932,Perfect. I was looking for a good way to organize my caft papers and this unit is perfect! Love it!
50481172,Small space solution. Needed a small free standing shelf unit that could fit by the washing machine that someone in a wheelchair could use to keep cleaning supplies and detergent in reach to be able to do their own laundry and regain some independence after a near fatal motorcycle accident.
50481172,"Not so fast, not so easy. I agree with some of the previous buyers and wish I had seen them sooner. It was difficult to get my hand and screwdriver in the corners for the upper screws. The holes themselves are weird and it took me multiple times to get them in in general. I'm grateful I didn't buy two like I originally intended. I'm keeping it but won't be purchasing again."
50481172,Poor quality. I’m leaving an honest review. This product is very difficult to assemble. You need extremely small hands. The metal used is cheap and bends easily. Overall this is my least favorite ikea product. I do not recommend. It explains why it’s on sale.
50481172,"Nice quality but the shelves.... I love this show! It fits perfectly in the space, however, the screws to install the shelves are extremely difficult to reach based on their location and the small size of the screws. I had to finger tighten them for the most part because I could not get a screwdriver in the small shallow space."
99932540,no more clutter. This is so diverse and doesn't take up much floor space. I had some narrow space at the foot of my bed and this fit perfectly. The shelves and drawers are adjustable. My Yoga mat and wrapping paper fit in the drawer and hand weights and the modem in a wood box I bought from Target..I bought 3 of these and they fit perfectly on the bottom shelf: Wood Milk Crate Large by Pillowfort. I only put heavy things on the very bottom and light stuff above. You have to attach it to the wall or it could tip easily! Don't put heavy objects in the drawers.
50454507,office storage. This works well in my office space. I bought 2 and stacked them.
50454507,"Great Ravaror bookself. This item is neat and nicely crafted. It was easy to assemble, except for the holes marked for attaching the caster assembly. They had the punch mark, but lacked any pre-drilling, which made it impossible to get the screws to go into the product. Has to make starting pre-drilled holes enough to get the screw to attach properly.  I love the fact it is raised off the floor and easily moved when needed."
50454507,It looks great in my. It looks great in my house. I painted it to match my wall color.
99294517,Beautiful. This is a wonderful unit for having a workspace and a place to display product (or hobbies/collectibles).
