text;Keyphrases
Perfect little piece. Kallax has changed my entryway into a fashion meets form meets organization.;Little piece - Neutral, changes appearance - Positive, entryway - Neutral, Kallax - Neutral, fashion meets form - Positive, organization - Positive.
Great Features and Use of Space. I recently purchased four white cubes. They have been a great use of space. They are very sturdy and hold hard backed books.;Great features - Positive, Use of space - Positive, Sturdy - Positive, holds hard-backed books - Positive.
. Used these to create a couple of wall-mounted “floating” nightstands. Very easy to assemble. The wall attachment rails (purchased separately) make it easy to install. Just be sure to use appropriate mounting hardware that can support 30lbs or more. Not sure I would use it for anything too heavy, but works for supporting a few books and bedside light.;Easy to assemble - Positive, wall attachment rails - Positive, can support 30lbs - Neutral.
Holes wrong size. The predrilled holes all seemed to be the wrong size. We broke 2 wooden dowels trying to fit them in the holes before we decided to return it. So the halves of the wooden dowels are just permanently stuck in there. And we had to keep pounding on them because when we put the little shelves into the big shelves, they wouldn’t sit flush against the big shelves because the dowels were sticking out too far. So I’m going to get the Better Homes and Gardens version I stead which I had a far easier time putting together. The instructions make more sense on BHG too.;Predrilled holes - Negative, wrong size - Negative, wooden dowels - Neutral, instructions - Positive.
Weird. Bought this item to separate paperwork. It attaches weird & creates a space issue at the top. Lose more space than you gain. It's not practical but it's pretty.;Creates space issue - Negative, not practical - Negative, pretty - Neutral, separates paperwork - Neutral.
Used to LOVE them. I just picked up 3 KALLAX two cubbie by two cubbie storage shelves. I have a whole craft room done in these storage units and I loved them so I went back for a couple more. This batch is AWFUL. The screw holes don't align. I had to sit on them to push them into place so I could screw them together. 1 shelf used to take about 15 mins for me to assemble, now more like 40 mins of wrestling the piece into submission so I can get it together. UNFORTUNATE!;Used to love them - Negative, cubbie by cubbie storage shelves - Neutral, awful batch - Negative, misaligned screw holes - Negative.
Soft dowels snapped off. The kallax unit looks great, but was difficult to assemble due to the breaking dowels. The holes are machined tight, and the dowels are soft - 4 dowels snapped in assembly. Why not throw in a couple extra dowels?;Looks great - Positive, difficult assembly - Negative, breaking dowels - Negative.
Broken. I bought 2 of these and unfortunately the edge was cracked and split on one of them. Also I have bought several in past, not same quality.;Broken edge - Negative, unfortunate experience - Neutral, not same quality - Negative.
Solid classic, was not disappointed. There's a reason Ikea has sold Kallax for so long. It's sturdy and can be used in so many ways. This one is going in a bedroom to organize craft items. I expect to have this piece for the foreseeable future.  Side note: I bought Kallax in black for my living room earlier this year. A 4x4 with a 2x4 stacked on top, holding about 2000 books. Obviously very happy with my purchase.;Classic design - Positive, sturdy - Positive, long-lasting - Positive, multiple uses - Positive.
Great purchase. Found already put together in the as is department. Awesome;Already put together - Positive.
These units are always a good choice. I have been buying kallax since before they changed the name alwsys a great product!;Always a good choice - Positive, great product - Positive.
Such a great idea!. Works like a charm! We ended up installing without drilling into the cabinet and it still works great! Helps organize the little items and still give a great look!;Great idea - Positive, works great - Positive, organizes items - Positive, still looks good - Positive.
Kallax. So sad not to have my Expedit as an option. These are ok but the others were far superior (I had them over a decade and 3 major moves). My recommendation is based sadly on the fact that there is no longer the previous version. Less sturdy at a higher price. Like the appearance with the wider edge of the Expedit.;Appearance - Neutral, Wider edge - Neutral, Previous version - Positive, Sturdier - Positive, Higher price - Negative.
